anio,numero,indicador,clasificacion,formula,valor,estado,motivo,fuente,condicional
2023,41,Cobertura de intereses EBITDA,Cobertura y capacidad de pago,EBITDA / Gastos financieros,118.172,OK,Cobertura de intereses con EBITDA. Valor 118.172 dentro de rango normal.,Igual criterio con EBITDA.,NO
2024,41,Cobertura de intereses EBITDA,Cobertura y capacidad de pago,EBITDA / Gastos financieros,78.0849,OK,Cobertura de intereses con EBITDA. Valor 78.0849 dentro de rango normal.,Igual criterio con EBITDA.,NO
2025,41,Cobertura de intereses EBITDA,Cobertura y capacidad de pago,EBITDA / Gastos financieros,124.282,OK,Cobertura de intereses con EBITDA. Valor 124.282 dentro de rango normal.,Igual criterio con EBITDA.,NO
2020,42,Variacion de cuentas por cobrar,Cobertura y capacidad de pago,CxC actual / CxC anterior,,NO_ENCONTRADO,Sin valor en indicadores.csv para este año,CxC creciendo más que los ingresos (desfase recaudo vs ventas) es señal de calidad del recaudo.,NO
2021,42,Variacion de cuentas por cobrar,Cobertura y capacidad de pago,CxC actual / CxC anterior,1.13039,OK,Variación de cuentas por cobrar. Valor 1.13039 dentro de rango normal.,CxC creciendo más que los ingresos (desfase recaudo vs ventas) es señal de calidad del recaudo.,NO
2022,42,Variacion de cuentas por cobrar,Cobertura y capacidad de pago,CxC actual / CxC anterior,1.23871,OK,Variación de cuentas por cobrar. Valor 1.23871 dentro de rango normal.,CxC creciendo más que los ingresos (desfase recaudo vs ventas) es señal de calidad del recaudo.,NO
2023,42,Variacion de cuentas por cobrar,Cobertura y capacidad de pago,CxC actual / CxC anterior,0.768485,OK,Variación de cuentas por cobrar. Valor 0.768485 dentro de rango normal.,CxC creciendo más que los ingresos (desfase recaudo vs ventas) es señal de calidad del recaudo.,NO
2024,42,Variacion de cuentas por cobrar,Cobertura y capacidad de pago,CxC actual / CxC anterior,0.584527,OK,Variación de cuentas por cobrar. Valor 0.584527 dentro de rango normal.,CxC creciendo más que los ingresos (desfase recaudo vs ventas) es señal de calidad del recaudo.,NO
2025,42,Variacion de cuentas por cobrar,Cobertura y capacidad de pago,CxC actual / CxC anterior,2.11093,SEÑAL_ALERTA,Variación de cuentas por cobrar. Valor 2.11093 > umbral de alerta 2.,CxC creciendo más que los ingresos (desfase recaudo vs ventas) es señal de calidad del recaudo.,NO
2020,43,Variacion inventarios,Cobertura y capacidad de pago,Inventarios actual / anterior,,NO_APLICA_TIPO_ENTIDAD,Condicional por tipo de entidad: requiere inventarios/compras/costo de ventas.,RAZONAMIENTO_DECISIONES.md (Capa 4).,SI
2021,43,Variacion inventarios,Cobertura y capacidad de pago,Inventarios actual / anterior,,NO_APLICA_TIPO_ENTIDAD,Condicional por tipo de entidad: requiere inventarios/compras/costo de ventas.,RAZONAMIENTO_DECISIONES.md (Capa 4).,SI
2022,43,Variacion inventarios,Cobertura y capacidad de pago,Inventarios actual / anterior,,NO_APLICA_TIPO_ENTIDAD,Condicional por tipo de entidad: requiere inventarios/compras/costo de ventas.,RAZONAMIENTO_DECISIONES.md (Capa 4).,SI
2023,43,Variacion inventarios,Cobertura y capacidad de pago,Inventarios actual / anterior,,NO_APLICA_TIPO_ENTIDAD,Condicional por tipo de entidad: requiere inventarios/compras/costo de ventas.,RAZONAMIENTO_DECISIONES.md (Capa 4).,SI
2024,43,Variacion inventarios,Cobertura y capacidad de pago,Inventarios actual / anterior,,NO_APLICA_TIPO_ENTIDAD,Condicional por tipo de entidad: requiere inventarios/compras/costo de ventas.,RAZONAMIENTO_DECISIONES.md (Capa 4).,SI
2025,43,Variacion inventarios,Cobertura y capacidad de pago,Inventarios actual / anterior,,NO_APLICA_TIPO_ENTIDAD,Condicional por tipo de entidad: requiere inventarios/compras/costo de ventas.,RAZONAMIENTO_DECISIONES.md (Capa 4).,SI
2020,44,Variacion de cuentas por pagar,Cobertura y capacidad de pago,CxP actual / CxP anterior,,NO_ENCONTRADO,Sin valor en indicadores.csv para este año,Crecimiento acelerado de CxP puede reflejar presión de caja (se recauda menos). Tan solo screening.,NO
2021,44,Variacion de cuentas por pagar,Cobertura y capacidad de pago,CxP actual / CxP anterior,1.13746,OK,Variación de cuentas por pagar. Valor 1.13746 dentro de rango normal.,Crecimiento acelerado de CxP puede reflejar presión de caja (se recauda menos). Tan solo screening.,NO
2022,44,Variacion de cuentas por pagar,Cobertura y capacidad de pago,CxP actual / CxP anterior,0.849586,OK,Variación de cuentas por pagar. Valor 0.849586 dentro de rango normal.,Crecimiento acelerado de CxP puede reflejar presión de caja (se recauda menos). Tan solo screening.,NO
2023,44,Variacion de cuentas por pagar,Cobertura y capacidad de pago,CxP actual / CxP anterior,1.27804,OK,Variación de cuentas por pagar. Valor 1.27804 dentro de rango normal.,Crecimiento acelerado de CxP puede reflejar presión de caja (se recauda menos). Tan solo screening.,NO
2024,44,Variacion de cuentas por pagar,Cobertura y capacidad de pago,CxP actual / CxP anterior,0.604566,OK,Variación de cuentas por pagar. Valor 0.604566 dentro de rango normal.,Crecimiento acelerado de CxP puede reflejar presión de caja (se recauda menos). Tan solo screening.,NO
2025,44,Variacion de cuentas por pagar,Cobertura y capacidad de pago,CxP actual / CxP anterior,0.855504,OK,Variación de cuentas por pagar. Valor 0.855504 dentro de rango normal.,Crecimiento acelerado de CxP puede reflejar presión de caja (se recauda menos). Tan solo screening.,NO
2020,45,Variacion de otros activos corrientes operativos,Cobertura y capacidad de pago,Otros activos corrientes operativos actual / anterior,,NO_ENCONTRADO,Sin valor en indicadores.csv para este año,Crecimiento rápido de otros activos corrientes pide explicación (screening).,NO
2021,45,Variacion de otros activos corrientes operativos,Cobertura y capacidad de pago,Otros activos corrientes operativos actual / anterior,1.5914,OK,Variación otros corrientes operativos (activo). Valor 1.5914 dentro de rango normal.,Crecimiento rápido de otros activos corrientes pide explicación (screening).,NO
2022,45,Variacion de otros activos corrientes operativos,Cobertura y capacidad de pago,Otros activos corrientes operativos actual / anterior,1.17959,OK,Variación otros corrientes operativos (activo). Valor 1.17959 dentro de rango normal.,Crecimiento rápido de otros activos corrientes pide explicación (screening).,NO
2023,45,Variacion de otros activos corrientes operativos,Cobertura y capacidad de pago,Otros activos corrientes operativos actual / anterior,1.24691,OK,Variación otros corrientes operativos (activo). Valor 1.24691 dentro de rango normal.,Crecimiento rápido de otros activos corrientes pide explicación (screening).,NO
2024,45,Variacion de otros activos corrientes operativos,Cobertura y capacidad de pago,Otros activos corrientes operativos actual / anterior,1.15377,OK,Variación otros corrientes operativos (activo). Valor 1.15377 dentro de rango normal.,Crecimiento rápido de otros activos corrientes pide explicación (screening).,NO
2025,45,Variacion de otros activos corrientes operativos,Cobertura y capacidad de pago,Otros activos corrientes operativos actual / anterior,1.07523,OK,Variación otros corrientes operativos (activo). Valor 1.07523 dentro de rango normal.,Crecimiento rápido de otros activos corrientes pide explicación (screening).,NO
2020,46,Variacion de otros pasivos corrientes operativos,Cobertura y capacidad de pago,Otros pasivos corrientes operativos actual / anterior,,NO_ENCONTRADO,Sin valor en indicadores.csv para este año,Crecimiento acelerado de partidas corrientes pendientes.,NO
2021,46,Variacion de otros pasivos corrientes operativos,Cobertura y capacidad de pago,Otros pasivos corrientes operativos actual / anterior,1.10505,OK,Variación otros pasivos corrientes operativos. Valor 1.10505 dentro de rango normal.,Crecimiento acelerado de partidas corrientes pendientes.,NO
2022,46,Variacion de otros pasivos corrientes operativos,Cobertura y capacidad de pago,Otros pasivos corrientes operativos actual / anterior,1.05744,OK,Variación otros pasivos corrientes operativos. Valor 1.05744 dentro de rango normal.,Crecimiento acelerado de partidas corrientes pendientes.,NO
2023,46,Variacion de otros pasivos corrientes operativos,Cobertura y capacidad de pago,Otros pasivos corrientes operativos actual / anterior,1.24796,OK,Variación otros pasivos corrientes operativos. Valor 1.24796 dentro de rango normal.,Crecimiento acelerado de partidas corrientes pendientes.,NO
2024,46,Variacion de otros pasivos corrientes operativos,Cobertura y capacidad de pago,Otros pasivos corrientes operativos actual / anterior,0.96235,OK,Variación otros pasivos corrientes operativos. Valor 0.96235 dentro de rango normal.,Crecimiento acelerado de partidas corrientes pendientes.,NO
2025,46,Variacion de otros pasivos corrientes operativos,Cobertura y capacidad de pago,Otros pasivos corrientes operativos actual / anterior,1.34351,OK,Variación otros pasivos corrientes operativos. Valor 1.34351 dentro de rango normal.,Crecimiento acelerado de partidas corrientes pendientes.,NO
2020,47,"Variacion Propiedades, planta y equipo",Cobertura y capacidad de pago,PyE actual / PyE anterior,,NO_ENCONTRADO,Indicador informativo sin umbral de screening.,,NO
2021,47,"Variacion Propiedades, planta y equipo",Cobertura y capacidad de pago,PyE actual / PyE anterior,0.92326,OK,Indicador informativo sin umbral de screening.,,NO
2022,47,"Variacion Propiedades, planta y equipo",Cobertura y capacidad de pago,PyE actual / PyE anterior,1.11538,OK,Indicador informativo sin umbral de screening.,,NO
2023,47,"Variacion Propiedades, planta y equipo",Cobertura y capacidad de pago,PyE actual / PyE anterior,0.999725,OK,Indicador informativo sin umbral de screening.,,NO
2024,47,"Variacion Propiedades, planta y equipo",Cobertura y capacidad de pago,PyE actual / PyE anterior,0.973704,OK,Indicador informativo sin umbral de screening.,,NO
2025,47,"Variacion Propiedades, planta y equipo",Cobertura y capacidad de pago,PyE actual / PyE anterior,1.23356,OK,Indicador informativo sin umbral de screening.,,NO
2020,48,Variacion Activos intangibles,Cobertura y capacidad de pago,Intangibles actual / anterior,,NO_ENCONTRADO,Indicador informativo sin umbral de screening.,,NO
2021,48,Variacion Activos intangibles,Cobertura y capacidad de pago,Intangibles actual / anterior,0.802631,OK,Indicador informativo sin umbral de screening.,,NO
2022,48,Variacion Activos intangibles,Cobertura y capacidad de pago,Intangibles actual / anterior,0.56305,OK,Indicador informativo sin umbral de screening.,,NO
2023,48,Variacion Activos intangibles,Cobertura y capacidad de pago,Intangibles actual / anterior,1.39583,OK,Indicador informativo sin umbral de screening.,,NO
2024,48,Variacion Activos intangibles,Cobertura y capacidad de pago,Intangibles actual / anterior,1.01185,OK,Indicador informativo sin umbral de screening.,,NO
2025,48,Variacion Activos intangibles,Cobertura y capacidad de pago,Intangibles actual / anterior,0.999349,OK,Indicador informativo sin umbral de screening.,,NO
2020,49,Variacion Otros activos no corrientes operativos,Cobertura y capacidad de pago,Otros activos no corrientes operativos actual / anterior,,NO_ENCONTRADO,Indicador informativo sin umbral de screening.,,NO
2021,49,Variacion Otros activos no corrientes operativos,Cobertura y capacidad de pago,Otros activos no corrientes operativos actual / anterior,0.783795,OK,Indicador informativo sin umbral de screening.,,NO
2022,49,Variacion Otros activos no corrientes operativos,Cobertura y capacidad de pago,Otros activos no corrientes operativos actual / anterior,0.639594,OK,Indicador informativo sin umbral de screening.,,NO
2023,49,Variacion Otros activos no corrientes operativos,Cobertura y capacidad de pago,Otros activos no corrientes operativos actual / anterior,1.22541,OK,Indicador informativo sin umbral de screening.,,NO
2024,49,Variacion Otros activos no corrientes operativos,Cobertura y capacidad de pago,Otros activos no corrientes operativos actual / anterior,0.996781,OK,Indicador informativo sin umbral de screening.,,NO
2025,49,Variacion Otros activos no corrientes operativos,Cobertura y capacidad de pago,Otros activos no corrientes operativos actual / anterior,0.947775,OK,Indicador informativo sin umbral de screening.,,NO
2020,50,Flujo de caja operativo,Cobertura y capacidad de pago,EBITDA - Impuesto de renta + Variacion capital de trabajo,72603,OK,Flujo de caja operativo negativo. Valor 72603 dentro de rango normal.,El FCO < 0 implica operación financiada con deuda o patrimonio.,NO
2021,50,Flujo de caja operativo,Cobertura y capacidad de pago,EBITDA - Impuesto de renta + Variacion capital de trabajo,55705,OK,Flujo de caja operativo negativo. Valor 55705 dentro de rango normal.,El FCO < 0 implica operación financiada con deuda o patrimonio.,NO
2022,50,Flujo de caja operativo,Cobertura y capacidad de pago,EBITDA - Impuesto de renta + Variacion capital de trabajo,86292,OK,Flujo de caja operativo negativo. Valor 86292 dentro de rango normal.,El FCO < 0 implica operación financiada con deuda o patrimonio.,NO
2023,50,Flujo de caja operativo,Cobertura y capacidad de pago,EBITDA - Impuesto de renta + Variacion capital de trabajo,22595,OK,Flujo de caja operativo negativo. Valor 22595 dentro de rango normal.,El FCO < 0 implica operación financiada con deuda o patrimonio.,NO
2024,50,Flujo de caja operativo,Cobertura y capacidad de pago,EBITDA - Impuesto de renta + Variacion capital de trabajo,48620,OK,Flujo de caja operativo negativo. Valor 48620 dentro de rango normal.,El FCO < 0 implica operación financiada con deuda o patrimonio.,NO
2025,50,Flujo de caja operativo,Cobertura y capacidad de pago,EBITDA - Impuesto de renta + Variacion capital de trabajo,73394,OK,Flujo de caja operativo negativo. Valor 73394 dentro de rango normal.,El FCO < 0 implica operación financiada con deuda o patrimonio.,NO
2020,51,Flujo de caja disponible para deuda,Cobertura y capacidad de pago,FCO - Variacion PyE - Variacion intangibles - Variacion Otros activos NC operativos,,NO_ENCONTRADO,Sin valor en indicadores.csv para este año,FCDD < 0 -> sin recursos para atender acreedores.,NO
2021,51,Flujo de caja disponible para deuda,Cobertura y capacidad de pago,FCO - Variacion PyE - Variacion intangibles - Variacion Otros activos NC operativos,64941,OK,Flujo de caja disponible para deuda negativo. Valor 64941 dentro de rango normal.,FCDD < 0 -> sin recursos para atender acreedores.,NO
2022,51,Flujo de caja disponible para deuda,Cobertura y capacidad de pago,FCO - Variacion PyE - Variacion intangibles - Variacion Otros activos NC operativos,96049,OK,Flujo de caja disponible para deuda negativo. Valor 96049 dentro de rango normal.,FCDD < 0 -> sin recursos para atender acreedores.,NO
2023,51,Flujo de caja disponible para deuda,Cobertura y capacidad de pago,FCO - Variacion PyE - Variacion intangibles - Variacion Otros activos NC operativos,17387,OK,Flujo de caja disponible para deuda negativo. Valor 17387 dentro de rango normal.,FCDD < 0 -> sin recursos para atender acreedores.,NO
2024,51,Flujo de caja disponible para deuda,Cobertura y capacidad de pago,FCO - Variacion PyE - Variacion intangibles - Variacion Otros activos NC operativos,49036,OK,Flujo de caja disponible para deuda negativo. Valor 49036 dentro de rango normal.,FCDD < 0 -> sin recursos para atender acreedores.,NO
2025,51,Flujo de caja disponible para deuda,Cobertura y capacidad de pago,FCO - Variacion PyE - Variacion intangibles - Variacion Otros activos NC operativos,70010,OK,Flujo de caja disponible para deuda negativo. Valor 70010 dentro de rango normal.,FCDD < 0 -> sin recursos para atender acreedores.,NO
2020,52,Servicio de la deuda,Cobertura y capacidad de pago,Gastos financieros + Amortizacion de deuda,2151,OK,Indicador informativo sin umbral de screening.,,NO
2021,52,Servicio de la deuda,Cobertura y capacidad de pago,Gastos financieros + Amortizacion de deuda,1892,OK,Indicador informativo sin umbral de screening.,,NO
2022,52,Servicio de la deuda,Cobertura y capacidad de pago,Gastos financieros + Amortizacion de deuda,2205,OK,Indicador informativo sin umbral de screening.,,NO
2023,52,Servicio de la deuda,Cobertura y capacidad de pago,Gastos financieros + Amortizacion de deuda,2130,OK,Indicador informativo sin umbral de screening.,,NO
2024,52,Servicio de la deuda,Cobertura y capacidad de pago,Gastos financieros + Amortizacion de deuda,2478,OK,Indicador informativo sin umbral de screening.,,NO
2025,52,Servicio de la deuda,Cobertura y capacidad de pago,Gastos financieros + Amortizacion de deuda,2724,OK,Indicador informativo sin umbral de screening.,,NO
2020,53,Indice de Cobertura del Servicio de la Deuda,Cobertura y capacidad de pago,Flujo de caja disponible para deuda / Servicio total de la deuda,,NO_ENCONTRADO,Sin valor en indicadores.csv para este año,"DSCR < 1,2 vigilancia; < 1,0 no cubre el servicio total.",NO
2021,53,Indice de Cobertura del Servicio de la Deuda,Cobertura y capacidad de pago,Flujo de caja disponible para deuda / Servicio total de la deuda,34.324,OK,DSCR (cobertura del servicio de la deuda). Valor 34.324 dentro de rango normal.,"DSCR < 1,2 vigilancia; < 1,0 no cubre el servicio total.",NO
2022,53,Indice de Cobertura del Servicio de la Deuda,Cobertura y capacidad de pago,Flujo de caja disponible para deuda / Servicio total de la deuda,43.5596,OK,DSCR (cobertura del servicio de la deuda). Valor 43.5596 dentro de rango normal.,"DSCR < 1,2 vigilancia; < 1,0 no cubre el servicio total.",NO
2023,53,Indice de Cobertura del Servicio de la Deuda,Cobertura y capacidad de pago,Flujo de caja disponible para deuda / Servicio total de la deuda,8.16291,OK,DSCR (cobertura del servicio de la deuda). Valor 8.16291 dentro de rango normal.,"DSCR < 1,2 vigilancia; < 1,0 no cubre el servicio total.",NO
2024,53,Indice de Cobertura del Servicio de la Deuda,Cobertura y capacidad de pago,Flujo de caja disponible para deuda / Servicio total de la deuda,19.7885,OK,DSCR (cobertura del servicio de la deuda). Valor 19.7885 dentro de rango normal.,"DSCR < 1,2 vigilancia; < 1,0 no cubre el servicio total.",NO
2025,53,Indice de Cobertura del Servicio de la Deuda,Cobertura y capacidad de pago,Flujo de caja disponible para deuda / Servicio total de la deuda,25.7012,OK,DSCR (cobertura del servicio de la deuda). Valor 25.7012 dentro de rango normal.,"DSCR < 1,2 vigilancia; < 1,0 no cubre el servicio total.",NO
2020,54,Deuda financiera,Cobertura y capacidad de pago,Obligaciones financieras corrientes + Obligaciones no corrientes,9689,OK,Deuda financiera negativa. Valor 9689 dentro de rango normal.,Screening de coherencia.,NO
2021,54,Deuda financiera,Cobertura y capacidad de pago,Obligaciones financieras corrientes + Obligaciones no corrientes,7767,OK,Deuda financiera negativa. Valor 7767 dentro de rango normal.,Screening de coherencia.,NO
2022,54,Deuda financiera,Cobertura y capacidad de pago,Obligaciones financieras corrientes + Obligaciones no corrientes,6207,OK,Deuda financiera negativa. Valor 6207 dentro de rango normal.,Screening de coherencia.,NO
2023,54,Deuda financiera,Cobertura y capacidad de pago,Obligaciones financieras corrientes + Obligaciones no corrientes,6331,OK,Deuda financiera negativa. Valor 6331 dentro de rango normal.,Screening de coherencia.,NO
2024,54,Deuda financiera,Cobertura y capacidad de pago,Obligaciones financieras corrientes + Obligaciones no corrientes,6117,OK,Deuda financiera negativa. Valor 6117 dentro de rango normal.,Screening de coherencia.,NO
2025,54,Deuda financiera,Cobertura y capacidad de pago,Obligaciones financieras corrientes + Obligaciones no corrientes,5306,OK,Deuda financiera negativa. Valor 5306 dentro de rango normal.,Screening de coherencia.,NO
2020,55,Deuda financiera / EBITDA,Cobertura y capacidad de pago,Obligaciones Financieras / EBITDA,0.0967584,OK,Deuda financiera / EBITDA. Valor 0.0967584 dentro de rango normal.,Capacidad de pago; > 3x vigilancia; > 4x señal de sobreendeudamiento.,NO
2021,55,Deuda financiera / EBITDA,Cobertura y capacidad de pago,Obligaciones Financieras / EBITDA,0.0709458,OK,Deuda financiera / EBITDA. Valor 0.0709458 dentro de rango normal.,Capacidad de pago; > 3x vigilancia; > 4x señal de sobreendeudamiento.,NO
2022,55,Deuda financiera / EBITDA,Cobertura y capacidad de pago,Obligaciones Financieras / EBITDA,0.0571521,OK,Deuda financiera / EBITDA. Valor 0.0571521 dentro de rango normal.,Capacidad de pago; > 3x vigilancia; > 4x señal de sobreendeudamiento.,NO
2023,55,Deuda financiera / EBITDA,Cobertura y capacidad de pago,Obligaciones Financieras / EBITDA,0.0803212,OK,Deuda financiera / EBITDA. Valor 0.0803212 dentro de rango normal.,Capacidad de pago; > 3x vigilancia; > 4x señal de sobreendeudamiento.,NO
2024,55,Deuda financiera / EBITDA,Cobertura y capacidad de pago,Obligaciones Financieras / EBITDA,0.112716,OK,Deuda financiera / EBITDA. Valor 0.112716 dentro de rango normal.,Capacidad de pago; > 3x vigilancia; > 4x señal de sobreendeudamiento.,NO
2025,55,Deuda financiera / EBITDA,Cobertura y capacidad de pago,Obligaciones Financieras / EBITDA,0.0738637,OK,Deuda financiera / EBITDA. Valor 0.0738637 dentro de rango normal.,Capacidad de pago; > 3x vigilancia; > 4x señal de sobreendeudamiento.,NO
2020,56,Deuda financiera neta / EBITDA,Cobertura y capacidad de pago,(Deuda financiera - Efectivo) / EBITDA,-0.341895,OK,Deuda financiera neta / EBITDA. Valor -0.341895 dentro de rango normal.,Posición neta; > 3x vigilancia; > 4x señal.,NO
2021,56,Deuda financiera neta / EBITDA,Cobertura y capacidad de pago,(Deuda financiera - Efectivo) / EBITDA,-0.120791,OK,Deuda financiera neta / EBITDA. Valor -0.120791 dentro de rango normal.,Posición neta; > 3x vigilancia; > 4x señal.,NO
2022,56,Deuda financiera neta / EBITDA,Cobertura y capacidad de pago,(Deuda financiera - Efectivo) / EBITDA,-0.132149,OK,Deuda financiera neta / EBITDA. Valor -0.132149 dentro de rango normal.,Posición neta; > 3x vigilancia; > 4x señal.,NO
2023,56,Deuda financiera neta / EBITDA,Cobertura y capacidad de pago,(Deuda financiera - Efectivo) / EBITDA,-0.266452,OK,Deuda financiera neta / EBITDA. Valor -0.266452 dentro de rango normal.,Posición neta; > 3x vigilancia; > 4x señal.,NO
2024,56,Deuda financiera neta / EBITDA,Cobertura y capacidad de pago,(Deuda financiera - Efectivo) / EBITDA,-0.754611,OK,Deuda financiera neta / EBITDA. Valor -0.754611 dentro de rango normal.,Posición neta; > 3x vigilancia; > 4x señal.,NO
2025,56,Deuda financiera neta / EBITDA,Cobertura y capacidad de pago,(Deuda financiera - Efectivo) / EBITDA,-0.566771,OK,Deuda financiera neta / EBITDA. Valor -0.566771 dentro de rango normal.,Posición neta; > 3x vigilancia; > 4x señal.,NO
2020,57,Crecimiento de ingresos,Crecimiento,(Ingresos actual / Ingresos anterior) - 1,,NO_ENCONTRADO,Sin valor en indicadores.csv para este año,Caída de ingresos > 20% vigila; > 30% señal de contracción.,NO
2021,57,Crecimiento de ingresos,Crecimiento,(Ingresos actual / Ingresos anterior) - 1,0.0379221,OK,Crecimiento de ingresos. Valor 0.0379221 dentro de rango normal.,Caída de ingresos > 20% vigila; > 30% señal de contracción.,NO
2022,57,Crecimiento de ingresos,Crecimiento,(Ingresos actual / Ingresos anterior) - 1,0.0769848,OK,Crecimiento de ingresos. Valor 0.0769848 dentro de rango normal.,Caída de ingresos > 20% vigila; > 30% señal de contracción.,NO
2023,57,Crecimiento de ingresos,Crecimiento,(Ingresos actual / Ingresos anterior) - 1,0.00440028,OK,Crecimiento de ingresos. Valor 0.00440028 dentro de rango normal.,Caída de ingresos > 20% vigila; > 30% señal de contracción.,NO
2024,57,Crecimiento de ingresos,Crecimiento,(Ingresos actual / Ingresos anterior) - 1,0.0262408,OK,Crecimiento de ingresos. Valor 0.0262408 dentro de rango normal.,Caída de ingresos > 20% vigila; > 30% señal de contracción.,NO
2025,57,Crecimiento de ingresos,Crecimiento,(Ingresos actual / Ingresos anterior) - 1,0.150168,OK,Crecimiento de ingresos. Valor 0.150168 dentro de rango normal.,Caída de ingresos > 20% vigila; > 30% señal de contracción.,NO
2020,58,Crecimiento del EBITDA,Crecimiento,(EBITDA actual / EBITDA anterior) - 1,,NO_ENCONTRADO,Sin valor en indicadores.csv para este año,Caída del EBITDA > 20% vigila.,NO
2021,58,Crecimiento del EBITDA,Crecimiento,(EBITDA actual / EBITDA anterior) - 1,0.0932931,OK,Crecimiento del EBITDA. Valor 0.0932931 dentro de rango normal.,Caída del EBITDA > 20% vigila.,NO
2022,58,Crecimiento del EBITDA,Crecimiento,(EBITDA actual / EBITDA anterior) - 1,-0.0079742,OK,Crecimiento del EBITDA. Valor -0.0079742 dentro de rango normal.,Caída del EBITDA > 20% vigila.,NO
2023,58,Crecimiento del EBITDA,Crecimiento,(EBITDA actual / EBITDA anterior) - 1,-0.274242,OBSERVACION,Crecimiento del EBITDA. Valor -0.274242 < umbral de observación -0.2.,Caída del EBITDA > 20% vigila.,NO
2024,58,Crecimiento del EBITDA,Crecimiento,(EBITDA actual / EBITDA anterior) - 1,-0.311491,SEÑAL_ALERTA,Crecimiento del EBITDA. Valor -0.311491 < umbral de alerta -0.3.,Caída del EBITDA > 20% vigila.,NO
2025,58,Crecimiento del EBITDA,Crecimiento,(EBITDA actual / EBITDA anterior) - 1,0.323684,OK,Crecimiento del EBITDA. Valor 0.323684 dentro de rango normal.,Caída del EBITDA > 20% vigila.,NO
2020,59,Crecimiento del resultado operativo,Crecimiento,(RO actual / RO anterior) - 1,,NO_ENCONTRADO,Sin valor en indicadores.csv para este año,Caída del RO > 20% vigila.,NO
2021,59,Crecimiento del resultado operativo,Crecimiento,(RO actual / RO anterior) - 1,0.101228,OK,Crecimiento del resultado operativo. Valor 0.101228 dentro de rango normal.,Caída del RO > 20% vigila.,NO
2022,59,Crecimiento del resultado operativo,Crecimiento,(RO actual / RO anterior) - 1,-0.0211303,OK,Crecimiento del resultado operativo. Valor -0.0211303 dentro de rango normal.,Caída del RO > 20% vigila.,NO
2023,59,Crecimiento del resultado operativo,Crecimiento,(RO actual / RO anterior) - 1,-0.262952,OBSERVACION,Crecimiento del resultado operativo. Valor -0.262952 < umbral de observación -0.2.,Caída del RO > 20% vigila.,NO
2024,59,Crecimiento del resultado operativo,Crecimiento,(RO actual / RO anterior) - 1,-0.424256,SEÑAL_ALERTA,Crecimiento del resultado operativo. Valor -0.424256 < umbral de alerta -0.3.,Caída del RO > 20% vigila.,NO
2025,59,Crecimiento del resultado operativo,Crecimiento,(RO actual / RO anterior) - 1,0.41793,OK,Crecimiento del resultado operativo. Valor 0.41793 dentro de rango normal.,Caída del RO > 20% vigila.,NO
2020,60,Crecimiento de utilidad neta,Crecimiento,(Utilidad neta actual / anterior) - 1,,NO_ENCONTRADO,Sin valor en indicadores.csv para este año,Caída de utilidad neta > 30% vigila; > 50% señal.,NO
2021,60,Crecimiento de utilidad neta,Crecimiento,(Utilidad neta actual / anterior) - 1,-0.181862,OK,Crecimiento de la utilidad neta. Valor -0.181862 dentro de rango normal.,Caída de utilidad neta > 30% vigila; > 50% señal.,NO
2022,60,Crecimiento de utilidad neta,Crecimiento,(Utilidad neta actual / anterior) - 1,-0.23923,OK,Crecimiento de la utilidad neta. Valor -0.23923 dentro de rango normal.,Caída de utilidad neta > 30% vigila; > 50% señal.,NO
2023,60,Crecimiento de utilidad neta,Crecimiento,(Utilidad neta actual / anterior) - 1,0.935204,OK,Crecimiento de la utilidad neta. Valor 0.935204 dentro de rango normal.,Caída de utilidad neta > 30% vigila; > 50% señal.,NO
2024,60,Crecimiento de utilidad neta,Crecimiento,(Utilidad neta actual / anterior) - 1,-0.700582,SEÑAL_ALERTA,Crecimiento de la utilidad neta. Valor -0.700582 < umbral de alerta -0.5.,Caída de utilidad neta > 30% vigila; > 50% señal.,NO
2025,60,Crecimiento de utilidad neta,Crecimiento,(Utilidad neta actual / anterior) - 1,0.473877,OK,Crecimiento de la utilidad neta. Valor 0.473877 dentro de rango normal.,Caída de utilidad neta > 30% vigila; > 50% señal.,NO
2020,61,Crecimiento de activos,Crecimiento,(Activo total actual / anterior) - 1,,NO_ENCONTRADO,Indicador informativo sin umbral de screening.,,NO
2021,61,Crecimiento de activos,Crecimiento,(Activo total actual / anterior) - 1,-0.0298575,OK,Indicador informativo sin umbral de screening.,,NO
2022,61,Crecimiento de activos,Crecimiento,(Activo total actual / anterior) - 1,-0.038655,OK,Indicador informativo sin umbral de screening.,,NO
2023,61,Crecimiento de activos,Crecimiento,(Activo total actual / anterior) - 1,0.122934,OK,Indicador informativo sin umbral de screening.,,NO
2024,61,Crecimiento de activos,Crecimiento,(Activo total actual / anterior) - 1,-0.162305,OK,Indicador informativo sin umbral de screening.,,NO
2025,61,Crecimiento de activos,Crecimiento,(Activo total actual / anterior) - 1,0.105312,OK,Indicador informativo sin umbral de screening.,,NO
2020,62,Calidad de resultados,Calidad de resultados,Flujo de efectivo de actividades operativas / Utilidad neta,1.10842,OK,Calidad de resultados (FCO utilidad neta). Valor 1.10842 dentro de rango normal.,"FCO menor que utilidad: diferencia entre beneficio y caja generada. < 0,7 vigila; < 0 (FCO negativo con utilidad positiva) señal fuerte.",NO
